angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.28,,,"(741, 770, 50, 50)",,,0.0,,,0.08,,,0.13,,,0.17,,,0.33,,,0.0,,
0.13,,,"(1645, 490, 58, 58)",,,0.0,,,0.21,,,0.06,,,0.11,,,0.47,,,0.01,,
0.14,,,"(1646, 491, 55, 55)",,,0.01,,,0.22,,,0.07,,,0.09,,,0.47,,,0.01,,
0.14,,,"(1646, 491, 55, 55)",,,0.01,,,0.21,,,0.07,,,0.1,,,0.46,,,0.01,,
0.14,,,"(1646, 491, 55, 55)",,,0.01,,,0.22,,,0.07,,,0.1,,,0.46,,,0.01,,
0.08,,,"(1554, 466, 94, 94)",,,0.0,,,0.2,,,0.08,,,0.26,,,0.36,,,0.02,,
0.08,,,"(1554, 466, 94, 94)",,,0.0,,,0.2,,,0.08,,,0.26,,,0.36,,,0.02,,
0.11,,,"(1554, 466, 93, 93)",,,0.0,,,0.21,,,0.09,,,0.28,,,0.28,,,0.02,,
0.09,,,"(1554, 466, 94, 94)",,,0.0,,,0.19,,,0.09,,,0.29,,,0.33,,,0.01,,
0.09,,,"(1554, 466, 94, 94)",,,0.0,,,0.19,,,0.09,,,0.28,,,0.33,,,0.02,,
0.11,,,"(1555, 466, 93, 93)",,,0.0,,,0.19,,,0.09,,,0.31,,,0.28,,,0.02,,
0.11,,,"(1555, 466, 93, 93)",,,0.0,,,0.19,,,0.09,,,0.31,,,0.27,,,0.02,,
0.06,,,"(1642, 493, 59, 59)",,,0.0,,,0.13,,,0.05,,,0.09,,,0.66,,,0.0,,
0.06,,,"(1642, 493, 59, 59)",,,0.0,,,0.13,,,0.05,,,0.09,,,0.66,,,0.0,,
0.08,,,"(1642, 492, 59, 59)",,,0.0,,,0.13,,,0.05,,,0.1,,,0.64,,,0.01,,
0.05,,,"(1642, 493, 59, 59)",,,0.0,,,0.09,,,0.04,,,0.08,,,0.73,,,0.0,,
0.06,,,"(1642, 492, 60, 60)",,,0.0,,,0.1,,,0.03,,,0.07,,,0.72,,,0.0,,
0.07,,,"(1641, 493, 58, 58)",,,0.0,,,0.12,,,0.06,,,0.09,,,0.66,,,0.01,,
0.07,,,"(1641, 493, 58, 58)",,,0.0,,,0.12,,,0.06,,,0.09,,,0.66,,,0.01,,
0.07,,,"(1553, 466, 94, 94)",,,0.0,,,0.19,,,0.05,,,0.39,,,0.26,,,0.03,,
0.07,,,"(1553, 465, 94, 94)",,,0.0,,,0.22,,,0.03,,,0.33,,,0.32,,,0.02,,
0.07,,,"(1553, 465, 94, 94)",,,0.0,,,0.22,,,0.03,,,0.34,,,0.32,,,0.02,,
0.07,,,"(1553, 465, 94, 94)",,,0.0,,,0.22,,,0.03,,,0.34,,,0.32,,,0.02,,
0.08,,,"(1646, 492, 61, 61)",,,0.0,,,0.15,,,0.03,,,0.06,,,0.68,,,0.0,,
0.13,,,"(512, 705, 95, 95)",,,0.0,,,0.12,,,0.08,,,0.22,,,0.44,,,0.01,,
0.13,,,"(512, 705, 95, 95)",,,0.0,,,0.12,,,0.08,,,0.23,,,0.43,,,0.01,,
0.09,,,"(1554, 467, 92, 92)",,,0.0,,,0.19,,,0.09,,,0.26,,,0.34,,,0.03,,
0.1,,,"(1555, 466, 92, 92)",,,0.0,,,0.22,,,0.08,,,0.29,,,0.29,,,0.02,,
0.1,,,"(1555, 466, 92, 92)",,,0.0,,,0.22,,,0.07,,,0.29,,,0.3,,,0.02,,
0.1,,,"(1555, 466, 92, 92)",,,0.0,,,0.22,,,0.07,,,0.3,,,0.29,,,0.02,,
0.01,,,"(751, 403, 347, 347)",,,0.0,,,0.03,,,0.84,,,0.04,,,0.08,,,0.0,,
0.01,,,"(751, 404, 345, 345)",,,0.0,,,0.03,,,0.82,,,0.04,,,0.09,,,0.0,,
0.02,,,"(751, 403, 345, 345)",,,0.0,,,0.03,,,0.79,,,0.05,,,0.1,,,0.0,,
0.03,,,"(752, 402, 344, 344)",,,0.0,,,0.04,,,0.71,,,0.05,,,0.17,,,0.0,,
0.02,0.07,,"(752, 405, 343, 343)","(1555, 464, 91, 91)",,0.0,0.0,,0.03,0.29,,0.82,0.05,,0.04,0.29,,0.09,0.27,,0.0,0.02,
0.01,0.07,,"(752, 404, 344, 344)","(1555, 464, 91, 91)",,0.0,0.0,,0.03,0.29,,0.82,0.05,,0.04,0.3,,0.09,0.27,,0.0,0.02,
0.01,,,"(752, 404, 344, 344)",,,0.0,,,0.03,,,0.82,,,0.04,,,0.09,,,0.0,,
0.01,0.07,,"(752, 403, 346, 346)","(1555, 464, 91, 91)",,0.0,0.0,,0.02,0.28,,0.85,0.05,,0.04,0.3,,0.07,0.27,,0.0,0.02,
0.03,,,"(752, 402, 344, 344)",,,0.0,,,0.03,,,0.72,,,0.05,,,0.16,,,0.0,,
0.16,,,"(803, 385, 334, 334)",,,0.02,,,0.29,,,0.06,,,0.12,,,0.32,,,0.02,,
0.16,,,"(803, 385, 334, 334)",,,0.02,,,0.29,,,0.06,,,0.12,,,0.33,,,0.02,,
0.15,,,"(802, 385, 335, 335)",,,0.02,,,0.25,,,0.07,,,0.12,,,0.36,,,0.01,,
0.13,,,"(800, 382, 317, 317)",,,0.03,,,0.28,,,0.08,,,0.13,,,0.34,,,0.01,,
0.13,,,"(800, 382, 317, 317)",,,0.03,,,0.28,,,0.08,,,0.13,,,0.34,,,0.01,,
0.13,,,"(801, 382, 317, 317)",,,0.04,,,0.28,,,0.08,,,0.12,,,0.34,,,0.01,,
0.13,,,"(801, 382, 317, 317)",,,0.04,,,0.28,,,0.08,,,0.12,,,0.34,,,0.01,,
0.14,,,"(800, 382, 317, 317)",,,0.03,,,0.28,,,0.08,,,0.13,,,0.34,,,0.01,,
0.18,,,"(844, 368, 325, 325)",,,0.01,,,0.12,,,0.21,,,0.11,,,0.36,,,0.0,,
0.18,,,"(844, 368, 325, 325)",,,0.01,,,0.12,,,0.21,,,0.11,,,0.36,,,0.0,,
0.18,,,"(844, 368, 325, 325)",,,0.01,,,0.13,,,0.21,,,0.11,,,0.35,,,0.0,,
0.18,0.04,,"(844, 367, 326, 326)","(1553, 460, 95, 95)",,0.01,0.01,,0.13,0.27,,0.17,0.08,,0.12,0.25,,0.39,0.33,,0.0,0.03,
0.18,0.04,,"(844, 367, 326, 326)","(1553, 460, 95, 95)",,0.01,0.01,,0.13,0.28,,0.18,0.08,,0.12,0.25,,0.38,0.32,,0.0,0.03,
0.12,0.05,,"(843, 367, 334, 334)","(1552, 460, 96, 96)",,0.01,0.01,,0.17,0.31,,0.19,0.06,,0.1,0.23,,0.4,0.32,,0.01,0.04,
0.12,0.04,,"(843, 367, 334, 334)","(1552, 460, 96, 96)",,0.01,0.01,,0.17,0.31,,0.18,0.06,,0.11,0.23,,0.41,0.32,,0.01,0.04,
0.21,,,"(866, 369, 340, 340)",,,0.0,,,0.11,,,0.27,,,0.21,,,0.19,,,0.0,,
0.2,,,"(866, 368, 341, 341)",,,0.0,,,0.1,,,0.31,,,0.24,,,0.14,,,0.0,,
0.17,,,"(865, 367, 344, 344)",,,0.0,,,0.09,,,0.35,,,0.25,,,0.13,,,0.0,,
0.17,,,"(867, 372, 339, 339)",,,0.0,,,0.18,,,0.16,,,0.22,,,0.26,,,0.0,,
0.18,,,"(866, 368, 341, 341)",,,0.0,,,0.1,,,0.34,,,0.24,,,0.14,,,0.0,,
0.18,,,"(866, 368, 341, 341)",,,0.0,,,0.1,,,0.33,,,0.25,,,0.14,,,0.0,,
0.18,,,"(866, 368, 341, 341)",,,0.0,,,0.1,,,0.34,,,0.25,,,0.14,,,0.0,,
0.18,,,"(866, 368, 341, 341)",,,0.0,,,0.1,,,0.33,,,0.24,,,0.14,,,0.0,,
0.18,,,"(866, 368, 341, 341)",,,0.0,,,0.09,,,0.34,,,0.24,,,0.14,,,0.0,,
0.11,0.1,,"(905, 371, 344, 344)","(1650, 492, 56, 56)",,0.01,0.0,,0.08,0.18,,0.19,0.06,,0.45,0.15,,0.15,0.5,,0.01,0.01,
0.12,0.1,,"(905, 371, 344, 344)","(1650, 492, 56, 56)",,0.01,0.0,,0.08,0.18,,0.2,0.06,,0.44,0.15,,0.15,0.5,,0.01,0.01,
0.11,,,"(905, 372, 343, 343)",,,0.0,,,0.08,,,0.18,,,0.47,,,0.15,,,0.0,,
0.11,,,"(904, 372, 343, 343)",,,0.0,,,0.08,,,0.15,,,0.51,,,0.15,,,0.0,,
0.11,0.22,,"(904, 371, 345, 345)","(1658, 493, 45, 45)",,0.01,0.0,,0.07,0.23,,0.16,0.05,,0.51,0.05,,0.14,0.45,,0.0,0.0,
0.11,0.22,,"(904, 371, 345, 345)","(1658, 493, 45, 45)",,0.01,0.0,,0.07,0.23,,0.15,0.05,,0.52,0.05,,0.14,0.45,,0.0,0.0,
0.12,0.22,,"(905, 371, 344, 344)","(1658, 493, 45, 45)",,0.01,0.0,,0.07,0.23,,0.17,0.05,,0.48,0.05,,0.15,0.45,,0.0,0.0,
0.12,0.23,,"(905, 371, 344, 344)","(1658, 493, 45, 45)",,0.01,0.0,,0.07,0.23,,0.16,0.05,,0.49,0.05,,0.14,0.45,,0.0,0.0,
0.05,,,"(919, 369, 341, 341)",,,0.0,,,0.02,,,0.11,,,0.73,,,0.09,,,0.0,,
0.05,,,"(919, 369, 341, 341)",,,0.0,,,0.02,,,0.11,,,0.73,,,0.09,,,0.0,,
0.06,,,"(920, 369, 341, 341)",,,0.0,,,0.02,,,0.13,,,0.7,,,0.08,,,0.0,,
0.08,,,"(920, 369, 342, 342)",,,0.0,,,0.03,,,0.19,,,0.58,,,0.11,,,0.0,,
0.06,,,"(920, 369, 341, 341)",,,0.0,,,0.03,,,0.16,,,0.67,,,0.08,,,0.0,,
0.06,,,"(920, 369, 341, 341)",,,0.0,,,0.03,,,0.14,,,0.68,,,0.08,,,0.0,,
0.05,,,"(919, 369, 341, 341)",,,0.0,,,0.02,,,0.1,,,0.75,,,0.08,,,0.0,,
0.07,,,"(931, 370, 331, 331)",,,0.0,,,0.04,,,0.07,,,0.72,,,0.09,,,0.01,,
0.07,,,"(931, 370, 331, 331)",,,0.0,,,0.04,,,0.06,,,0.72,,,0.09,,,0.01,,
0.09,,,"(931, 369, 332, 332)",,,0.0,,,0.05,,,0.06,,,0.67,,,0.11,,,0.01,,
0.08,,,"(932, 371, 329, 329)",,,0.0,,,0.04,,,0.08,,,0.7,,,0.09,,,0.01,,
0.09,,,"(931, 369, 332, 332)",,,0.0,,,0.05,,,0.06,,,0.67,,,0.12,,,0.01,,
0.1,,,"(933, 372, 328, 328)",,,0.0,,,0.03,,,0.06,,,0.71,,,0.08,,,0.02,,
0.06,,,"(932, 372, 329, 329)",,,0.0,,,0.03,,,0.08,,,0.73,,,0.09,,,0.01,,
0.09,,,"(933, 372, 328, 328)",,,0.0,,,0.03,,,0.06,,,0.72,,,0.08,,,0.02,,
0.09,,,"(933, 372, 328, 328)",,,0.0,,,0.03,,,0.06,,,0.72,,,0.08,,,0.02,,
0.1,0.2,,"(939, 368, 333, 333)","(1645, 491, 59, 59)",,0.0,0.0,,0.07,0.18,,0.08,0.06,,0.63,0.19,,0.1,0.36,,0.02,0.01,
0.1,0.2,,"(939, 368, 333, 333)","(1645, 491, 59, 59)",,0.0,0.0,,0.07,0.18,,0.08,0.06,,0.63,0.19,,0.1,0.36,,0.02,0.01,
0.1,0.2,,"(939, 368, 333, 333)","(1645, 491, 59, 59)",,0.0,0.0,,0.07,0.18,,0.07,0.06,,0.64,0.2,,0.09,0.36,,0.02,0.01,
0.1,0.16,,"(940, 368, 333, 333)","(1645, 492, 58, 58)",,0.0,0.0,,0.08,0.18,,0.09,0.09,,0.62,0.18,,0.09,0.39,,0.02,0.0,
0.1,0.22,,"(940, 368, 333, 333)","(1646, 492, 56, 56)",,0.0,0.0,,0.09,0.21,,0.09,0.08,,0.62,0.1,,0.08,0.38,,0.02,0.01,
0.12,0.22,,"(939, 369, 334, 334)","(1646, 492, 57, 57)",,0.0,0.0,,0.06,0.18,,0.11,0.07,,0.63,0.15,,0.06,0.37,,0.03,0.01,
0.11,0.22,,"(941, 370, 332, 332)","(1646, 492, 57, 57)",,0.0,0.0,,0.08,0.18,,0.09,0.07,,0.62,0.15,,0.07,0.37,,0.03,0.01,
0.12,0.22,,"(939, 369, 334, 334)","(1646, 492, 57, 57)",,0.0,0.0,,0.06,0.18,,0.11,0.07,,0.63,0.15,,0.06,0.37,,0.03,0.01,
0.07,,,"(939, 369, 343, 343)",,,0.0,,,0.09,,,0.24,,,0.52,,,0.03,,,0.05,,
0.1,,,"(937, 367, 342, 342)",,,0.0,,,0.06,,,0.17,,,0.59,,,0.05,,,0.04,,
0.1,,,"(937, 367, 342, 342)",,,0.0,,,0.05,,,0.17,,,0.59,,,0.05,,,0.04,,
0.08,,,"(938, 368, 339, 339)",,,0.0,,,0.05,,,0.18,,,0.63,,,0.04,,,0.03,,
0.09,,,"(939, 368, 339, 339)",,,0.0,,,0.05,,,0.17,,,0.59,,,0.05,,,0.04,,
0.09,,,"(939, 368, 339, 339)",,,0.0,,,0.06,,,0.17,,,0.59,,,0.05,,,0.04,,
0.05,,,"(940, 370, 344, 344)",,,0.0,,,0.02,,,0.31,,,0.57,,,0.02,,,0.02,,
0.05,,,"(938, 375, 339, 339)",,,0.0,,,0.06,,,0.46,,,0.33,,,0.02,,,0.08,,
0.05,,,"(938, 375, 339, 339)",,,0.0,,,0.06,,,0.46,,,0.33,,,0.02,,,0.08,,
0.02,,,"(937, 376, 338, 338)",,,0.0,,,0.05,,,0.59,,,0.27,,,0.02,,,0.05,,
0.02,,,"(936, 375, 341, 341)",,,0.0,,,0.04,,,0.66,,,0.2,,,0.01,,,0.06,,
0.04,,,"(937, 375, 340, 340)",,,0.0,,,0.05,,,0.57,,,0.26,,,0.02,,,0.07,,
0.04,,,"(937, 375, 340, 340)",,,0.0,,,0.05,,,0.55,,,0.28,,,0.02,,,0.07,,
0.04,,,"(937, 375, 340, 340)",,,0.0,,,0.05,,,0.53,,,0.28,,,0.02,,,0.07,,
0.04,,,"(937, 375, 340, 340)",,,0.0,,,0.05,,,0.54,,,0.28,,,0.02,,,0.07,,
0.04,,,"(937, 375, 340, 340)",,,0.0,,,0.05,,,0.53,,,0.29,,,0.02,,,0.07,,
0.09,,,"(941, 373, 339, 339)",,,0.0,,,0.05,,,0.17,,,0.55,,,0.09,,,0.04,,
0.09,,,"(941, 373, 339, 339)",,,0.0,,,0.05,,,0.17,,,0.55,,,0.09,,,0.04,,
0.09,,,"(941, 374, 340, 340)",,,0.0,,,0.06,,,0.19,,,0.56,,,0.08,,,0.02,,
0.1,,,"(941, 373, 339, 339)",,,0.0,,,0.05,,,0.18,,,0.54,,,0.09,,,0.04,,
0.09,,,"(940, 374, 340, 340)",,,0.0,,,0.04,,,0.19,,,0.59,,,0.07,,,0.02,,
0.1,,,"(941, 373, 339, 339)",,,0.0,,,0.05,,,0.16,,,0.55,,,0.09,,,0.05,,
0.1,,,"(941, 373, 339, 339)",,,0.0,,,0.05,,,0.17,,,0.55,,,0.09,,,0.05,,
0.1,,,"(941, 373, 339, 339)",,,0.0,,,0.05,,,0.17,,,0.55,,,0.09,,,0.05,,
0.12,,,"(944, 374, 341, 341)",,,0.0,,,0.05,,,0.09,,,0.63,,,0.09,,,0.02,,
0.11,,,"(943, 373, 342, 342)",,,0.0,,,0.04,,,0.16,,,0.58,,,0.08,,,0.02,,
0.12,,,"(944, 374, 340, 340)",,,0.0,,,0.04,,,0.13,,,0.61,,,0.07,,,0.03,,
0.1,,,"(943, 375, 341, 341)",,,0.0,,,0.04,,,0.09,,,0.67,,,0.08,,,0.02,,
0.1,,,"(943, 375, 341, 341)",,,0.0,,,0.04,,,0.09,,,0.67,,,0.08,,,0.02,,
0.1,,,"(943, 375, 341, 341)",,,0.0,,,0.04,,,0.09,,,0.67,,,0.08,,,0.02,,
0.1,,,"(943, 375, 341, 341)",,,0.0,,,0.04,,,0.08,,,0.67,,,0.08,,,0.02,,
0.14,0.15,,"(946, 372, 345, 345)","(1886, 922, 76, 76)",,0.0,0.01,,0.02,0.08,,0.02,0.17,,0.74,0.07,,0.05,0.48,,0.02,0.04,
0.14,0.15,,"(946, 372, 345, 345)","(1886, 922, 76, 76)",,0.0,0.01,,0.02,0.08,,0.02,0.17,,0.74,0.07,,0.05,0.48,,0.02,0.04,
0.19,0.15,,"(945, 373, 347, 347)","(1886, 922, 76, 76)",,0.0,0.01,,0.03,0.09,,0.06,0.17,,0.65,0.07,,0.05,0.48,,0.03,0.04,
0.15,0.13,,"(946, 374, 346, 346)","(1887, 921, 77, 77)",,0.0,0.01,,0.03,0.07,,0.05,0.18,,0.7,0.08,,0.05,0.49,,0.03,0.05,
0.11,0.15,,"(944, 375, 348, 348)","(1889, 923, 74, 74)",,0.0,0.01,,0.04,0.06,,0.03,0.17,,0.74,0.06,,0.05,0.51,,0.04,0.05,
0.16,0.13,,"(945, 375, 345, 345)","(1888, 922, 76, 76)",,0.0,0.01,,0.04,0.06,,0.06,0.19,,0.63,0.07,,0.07,0.51,,0.04,0.04,
0.14,0.13,,"(944, 375, 345, 345)","(1888, 922, 76, 76)",,0.0,0.01,,0.05,0.06,,0.1,0.19,,0.59,0.07,,0.09,0.51,,0.03,0.04,
0.11,0.13,,"(943, 375, 347, 347)","(1888, 922, 76, 76)",,0.0,0.01,,0.05,0.06,,0.09,0.19,,0.67,0.07,,0.06,0.51,,0.03,0.04,
0.16,0.13,,"(945, 374, 347, 347)","(1888, 922, 76, 76)",,0.0,0.01,,0.04,0.06,,0.06,0.19,,0.65,0.07,,0.06,0.51,,0.04,0.04,
0.17,,,"(949, 376, 343, 343)",,,0.0,,,0.03,,,0.03,,,0.65,,,0.08,,,0.04,,
0.17,,,"(949, 376, 343, 343)",,,0.0,,,0.03,,,0.03,,,0.65,,,0.08,,,0.04,,
0.18,,,"(945, 375, 345, 345)",,,0.0,,,0.05,,,0.04,,,0.58,,,0.11,,,0.03,,
0.14,,,"(949, 376, 342, 342)",,,0.0,,,0.02,,,0.02,,,0.73,,,0.08,,,0.02,,
0.18,,,"(949, 374, 341, 341)",,,0.0,,,0.05,,,0.01,,,0.61,,,0.1,,,0.06,,
0.15,,,"(950, 376, 340, 340)",,,0.0,,,0.03,,,0.02,,,0.73,,,0.06,,,0.02,,
0.17,,,"(951, 376, 340, 340)",,,0.0,,,0.03,,,0.02,,,0.69,,,0.07,,,0.03,,
0.17,,,"(951, 376, 340, 340)",,,0.0,,,0.03,,,0.02,,,0.69,,,0.07,,,0.03,,
0.13,,,"(948, 373, 344, 344)",,,0.0,,,0.04,,,0.04,,,0.64,,,0.05,,,0.09,,
0.14,,,"(948, 374, 344, 344)",,,0.0,,,0.05,,,0.04,,,0.62,,,0.06,,,0.09,,
0.13,,,"(948, 373, 344, 344)",,,0.0,,,0.04,,,0.04,,,0.65,,,0.05,,,0.09,,
0.14,,,"(949, 374, 344, 344)",,,0.0,,,0.05,,,0.07,,,0.63,,,0.06,,,0.06,,
0.17,,,"(950, 374, 343, 343)",,,0.0,,,0.06,,,0.06,,,0.6,,,0.07,,,0.06,,
0.2,,,"(951, 375, 342, 342)",,,0.0,,,0.05,,,0.05,,,0.57,,,0.08,,,0.05,,
0.16,,,"(948, 374, 345, 345)",,,0.0,,,0.05,,,0.06,,,0.6,,,0.06,,,0.07,,
0.15,,,"(951, 376, 340, 340)",,,0.0,,,0.04,,,0.01,,,0.71,,,0.08,,,0.01,,
0.15,,,"(951, 376, 340, 340)",,,0.0,,,0.04,,,0.01,,,0.71,,,0.08,,,0.01,,
0.11,,,"(948, 373, 345, 345)",,,0.0,,,0.04,,,0.02,,,0.75,,,0.07,,,0.01,,
0.12,,,"(948, 373, 346, 346)",,,0.0,,,0.04,,,0.01,,,0.73,,,0.07,,,0.02,,
0.15,,,"(947, 373, 343, 343)",,,0.0,,,0.04,,,0.02,,,0.7,,,0.07,,,0.01,,
0.11,,,"(948, 374, 345, 345)",,,0.0,,,0.04,,,0.01,,,0.75,,,0.07,,,0.02,,
0.14,,,"(950, 375, 342, 342)",,,0.0,,,0.05,,,0.01,,,0.71,,,0.08,,,0.01,,
0.14,,,"(950, 375, 342, 342)",,,0.0,,,0.05,,,0.01,,,0.71,,,0.08,,,0.01,,
0.12,,,"(948, 374, 345, 345)",,,0.0,,,0.04,,,0.01,,,0.75,,,0.07,,,0.02,,
0.08,,,"(943, 379, 350, 350)",,,0.0,,,0.03,,,0.01,,,0.79,,,0.06,,,0.03,,
0.08,,,"(943, 379, 350, 350)",,,0.0,,,0.03,,,0.01,,,0.79,,,0.06,,,0.03,,
0.09,,,"(942, 378, 352, 352)",,,0.0,,,0.03,,,0.02,,,0.76,,,0.07,,,0.03,,
